rid,horseName,age,saddle,decimalPrice,isFav,trainerName,jockeyName,position,positionL,dist,weightSt,weightLb,overWeight,outHandicap,headGear,RPR,TR,OR,father,mother,gfather,runners,margin,weight,res_win,res_place
344106,Fifth Generation,10.0,2.0,0.09090909090909093,0,Donal Hassett,Davy Russell,6,dist,58.0,11,3,,,,,,93.0,Bulldozer,Fragrant's Last,Little Buskins,15,1.3493770934947404,71,0.0,0
344106,Jolly John,9.0,4.0,0.125,0,M F Morris,Jason Titley,40,,,11,7,,,,,,90.0,Jolly Jake,Golden Seekers,Manado,15,1.3493770934947404,73,0.0,0
344106,Spanish Fortune,7.0,1.0,0.1111111111111111,0,W P Mullins,Barry Geraghty,40,,,12,0,,,,,,97.0,Spanish Place,Real Fortune,The Parson,15,1.3493770934947404,76,0.0,0
344106,Jimmy The Weed,11.0,11.0,0.047619047619047616,0,Michael G Holden,K P Gaule,40,,,10,4,,,,,,73.0,Sexton Blake,Miss Cheyne,Mansingh,15,1.3493770934947404,65,0.0,0
344106,Mardon,9.0,14.0,0.047619047619047616,0,W Power,J E Casey,40,,,9,3,,,b,,,63.0,Mandalus,Cherry Dancer,Monksfield,15,1.3493770934947404,58,0.0,0
344106,Spring Beau,9.0,12.0,0.06666666666666668,0,Francis Berry,L J Fleming,40,,,9,13,,,,,,73.0,Meneval,Laurabeg,Laurence O,15,1.3493770934947404,63,0.0,0
344106,Fairfield Brandy,9.0,15.0,0.0196078431372549,0,Myles Coughlan,P M Verling,40,,,9,7,,,,,,62.0,Mister Lord,Menek,Golden Love,15,1.3493770934947404,60,0.0,0
344106,An Tain Shioc,9.0,7.0,0.1111111111111111,0,Francis Berry,Paul Moloney,40,,,11,1,,,b,,,84.0,Torus,Frost Bound,Hawaiian Return,15,1.3493770934947404,70,0.0,0
344106,Fountain Page,8.0,9.0,0.15384615384615385,0,David A Kiely,Paul Carberry,40,,,10,5,,,b,,,74.0,Be My Native,Regal Spark,Royal Match,15,1.3493770934947404,65,0.0,0
344106,An Modh Direach,6.0,3.0,0.1111111111111111,0,T M Walsh,Conor O'Dwyer,40,,,11,7,,,,,,90.0,Don't Forget Me,Gothic Lady,Godswalk,15,1.3493770934947404,73,0.0,0
234338,Why Bother,7.0,6.0,0.25,1,Stephen Ryan,Charlie Swan,1,,,10,12,,,,106.0,19.0,78.0,Executive Perk,Carry On Dreaming,The Parson,14,1.5146898852781208,68,1.0,1
234338,Barrigan's Hill,10.0,8.0,0.1,0,P C O'Connor,D J Kelly,2,1.5,,9,13,,,,98.0,11.0,72.0,Lafontaine I,Limerick Lady,The Parson,14,1.5146898852781208,63,0.0,1
234338,Any Dough,6.0,10.0,0.06666666666666668,0,W J Burke,S P Kelly,3,dist,31.5,9,13,,,,,1.0,68.0,King's Ride,Classic Travel,Deep Run,14,1.5146898852781208,63,0.0,1
234338,Lisdoylelady,7.0,3.0,0.07692307692307693,0,John J Harding,Mr Steven E Ryder,4,1.5,33.0,10,13,,,,,1.0,86.0,Glacial Storm,Paulines Girl,Hello Gorgeous,14,1.5146898852781208,69,0.0,0
234338,Commanche Pride,6.0,12.0,0.06666666666666668,0,E McNamara,G Cotter,5,25,58.0,9,11,,,,,1.0,63.0,Commanche Run,Galla's Pride,Quayside I,14,1.5146898852781208,62,0.0,0
234338,Twin Pack,7.0,2.0,0.2,0,V Kennedy,Conor O'Dwyer,6,10,68.0,11,11,,,,,1.0,91.0,Montelimar,Giolla Run,Deep Run,14,1.5146898852781208,74,0.0,0
234338,Native Country,6.0,11.0,0.06666666666666668,0,P J Healy,P M Verling,7,15,83.0,9,13,,,,,1.0,65.0,Be My Native,Country Course,Crash Course,14,1.5146898852781208,63,0.0,0
234338,Ger's Royale,9.0,1.0,0.09090909090909093,0,Patrick J Flynn,S Fitzgerald,8,6,89.0,11,7,,,,,1.0,94.0,Dominion Royale,Sister Dympna,Grundy,14,1.5146898852781208,73,0.0,0
234338,Lake Millstatt,5.0,4.0,0.08333333333333333,0,Augustine Leahy,Jason Titley,9,15,104.0,11,1,,,t,,1.0,81.0,Magical Strike,Repeat Addition,Hard Fought,14,1.5146898852781208,70,0.0,0
234338,Thornby Park,6.0,5.0,0.1111111111111111,0,J L Hassett,Mr D Murphy,10,15,119.0,10,8,,,b,,1.0,81.0,Unfuwain,Wantage Park,Pas De Seul,14,1.5146898852781208,67,0.0,0
234338,Takimo,5.0,17.0,0.07692307692307693,0,T Hogan,K P Gaule,11,25,144.0,9,11,,,,,1.0,63.0,Primo Dominie,Takhiyra,Vayrann,14,1.5146898852781208,62,0.0,0
234338,Boston Melody,8.0,7.0,0.16666666666666666,0,W P Mullins,Paul Moloney,40,,,10,7,,,,,,73.0,Phardante,Brogeen View,Kambalda,14,1.5146898852781208,66,0.0,0
234338,Megan's Run,8.0,15.0,0.1,0,P J Rothwell,Adrian O'Shea,40,,,9,5,1.0,,,,,60.0,Commanche Run,Don's Song,Don,14,1.5146898852781208,59,0.0,0
234338,Whatsthequestion,7.0,14.0,0.05882352941176471,0,E McNamara,M P Madden,40,,,9,6,1.0,,,,,63.0,Good Thyne,Arctic Vine,Arctic Chevalier,14,1.5146898852781208,59,0.0,0
262922,Fidalus,7.0,2.0,0.09090909090909093,0,Henry De Bromhead,Paul Moloney,1,,,11,2,,,,119.0,91.0,,Mandalus,Fifi L'Amour,Fair Turn,6,1.1180926916221037,70,1.0,1
262922,Clash Of The Gales,8.0,6.0,0.25,0,G Ducey,Paul J Crowley,2,1.5,,10,4,,,,112.0,84.0,102.0,Strong Gale,Glen Of Hawthorn,Raise You Ten,6,1.1180926916221037,65,0.0,1
262922,Palette,8.0,1.0,0.26666666666666666,0,W P Mullins,Jason Titley,3,3,4.5,11,5,,,,117.0,90.0,116.0,Scenic,Spun Gold I,Thatch,6,1.1180926916221037,72,0.0,0
262922,The Bongo Man,7.0,5.0,0.4,1,Anthony Mullins,Paul Carberry,4,3,7.5,11,2,,,,111.0,84.0,113.0,Be My Native,Fight For It,Strong Gale,6,1.1180926916221037,70,0.0,0
262922,Hazarfen,6.0,3.0,0.09090909090909093,0,John Roche,J R Barry,5,dist,37.5,11,2,,,,,57.0,,Law Society,Hanzala,Akarad,6,1.1180926916221037,70,0.0,0
262922,Mister Chippy,8.0,4.0,0.0196078431372549,0,Seamus O'Farrell,G Cotter,40,,,11,2,,,,,,,Conquering Hero,Mitsubishi Diamond,Tender King,6,1.1180926916221037,70,0.0,0
31042,Clara's Dream,5.0,9.0,0.07692307692307693,0,Mrs Annette McMahon-Reidy,Mr R Flavin,1,,,10,8,,,,95.0,95.0,,Phardante,Mr Jersey,Crash Course,13,1.4013873295607038,67,1.0,1
31042,Nativetrial,5.0,3.0,0.1111111111111111,0,M F Morris,Mr T P Hyde,2,.5,,11,1,,,,100.0,100.0,,Be My Native,Protrial,Proverb,13,1.4013873295607038,70,0.0,1
31042,Wild Spice,5.0,6.0,0.42105263157894735,1,Henry De Bromhead,Paul Moloney,3,shd,0.5,11,6,,,,99.0,99.0,,Mandalus,Curry Lunch,Pry,13,1.4013873295607038,72,0.0,1
31042,Astral Queen,5.0,8.0,0.07692307692307693,0,Denis Paul Murphy,P P Murphy,4,hd,0.75,11,1,,,,94.0,94.0,74.0,Phardante,Astral River,Over The River,13,1.4013873295607038,70,0.0,0
31042,El Gabor,5.0,10.0,0.07692307692307693,0,Timothy Doyle,Mr R J Condon,5,3,3.75,10,8,,,,91.0,91.0,,River Falls,Royal Resident,Prince Regent,13,1.4013873295607038,67,0.0,0
31042,Tarasi,5.0,4.0,0.2857142857142857,0,Ms A M Kent,Paul Carberry,6,10,13.75,11,6,,,,86.0,,72.0,Green Dancer,Tarafa,Akarad,13,1.4013873295607038,72,0.0,0
31042,You're Poleaxed,5.0,14.0,0.06666666666666668,0,Anthony Mullins,S P Kelly,7,20,33.75,10,12,,,,61.0,,,Camden Town,Anaglogs Last,Over The River,13,1.4013873295607038,68,0.0,0
31042,Oscar Leader,5.0,13.0,0.029411764705882363,0,E McNamara,R P Hogan,8,5.5,39.25,10,10,,,,56.0,,,Supreme Leader,Marys Bard,Le Bavard,13,1.4013873295607038,68,0.0,0
31042,Garryduff Princess,5.0,11.0,0.029411764705882363,0,Ms F M Crowley,R P O'Brien,9,.5,39.75,10,10,,,,55.0,,,Husyan,Garry Niat,Le Bavard,13,1.4013873295607038,68,0.0,0
31042,Native Of Kerry,5.0,12.0,0.0196078431372549,0,David Wachman,Mark Grant,10,nk,40.0,10,8,,,,55.0,,,Be My Native,Real Lace,Kampala,13,1.4013873295607038,67,0.0,0
31042,Devilment,5.0,1.0,0.1111111111111111,0,Augustine Leahy,Jason Titley,11,2,42.0,11,6,,,,58.0,,76.0,Muharib,Shenley Annabella,Thatching,13,1.4013873295607038,72,0.0,0
31042,A Leaders Wish,5.0,7.0,0.07692307692307693,0,J L Hassett,P M Verling,12,4,46.0,11,1,,,,49.0,,,Supreme Leader,The Brass Well,Carlingford Castle,13,1.4013873295607038,70,0.0,0
31042,Montara Reef,5.0,2.0,0.0196078431372549,0,P R Lenihan,S P Cooke,13,dist,76.0,10,13,,,,,,,Waajib,Distant Reef,Wassl,13,1.4013873295607038,69,0.0,0
173830,Mill Lane Lady,7.0,12.0,0.2,0,W P Mullins,Paul Carberry,1,,,11,9,,,,109.0,,,Un Desperado,Connaught Lace,Connaught,15,1.5504543758489242,73,1.0,1
173830,Royal Marine I,8.0,6.0,0.3636363636363637,1,A L T Moore,Conor O'Dwyer,2,.75,,12,0,,,,113.0,,,King's Ride,Eurolink Sea Baby,Deep Run,15,1.5504543758489242,76,0.0,1
173830,Comkilred,8.0,10.0,0.09090909090909093,0,F M Somers,R P McNally,3,dist,30.75,11,4,,,t,,,91.0,Mandalus,Away And Gone,Comedy Star,15,1.5504543758489242,71,0.0,1
173830,Rock Castle,8.0,5.0,0.06666666666666668,0,S Braddish,Mr B Moran,4,4.5,35.25,11,9,,,,,,,Carlingford Castle,Kilmurray Lass,Pollerton,15,1.5504543758489242,73,0.0,0
173830,Independence Day I,9.0,2.0,0.05882352941176471,0,Patrick J Flynn,J R Barry,5,.5,35.75,12,0,,,,,,,Miner's Lamp,Kitty Quin,Saucy Kit,15,1.5504543758489242,76,0.0,0
173830,The Wiley Kalmuck,6.0,8.0,0.09090909090909093,0,David A Kiely,Paul J Crowley,6,1,36.75,11,7,,,,,,,Be My Native,Beecom Silk,English Prince,15,1.5504543758489242,73,0.0,0
173830,Clonmel Commercial,9.0,1.0,0.09090909090909093,0,R Donohoe,K P Gaule,7,dist,66.75,12,0,,,t,,,,Stetchworth,Mylerstown VII,Golden Love,15,1.5504543758489242,76,0.0,0
173830,Wyn Wan Soon,9.0,9.0,0.07692307692307693,0,S J Lambert,G Cotter,40,,,12,0,,,,,,,Lord Americo,Pennies River,Over The River,15,1.5504543758489242,76,0.0,0
173830,River Valley Lady,7.0,13.0,0.029411764705882363,0,P Delaney,Ken Whelan,40,,,11,9,,,t,,,,Salt Dome,Princess Martina,English Prince,15,1.5504543758489242,73,0.0,0
173830,Powernglory,9.0,4.0,0.024390243902439025,0,Seamus O'Farrell,P G Hourigan,40,,,12,0,,,,,,,Accordion,Fairfield Springs,Miami Springs,15,1.5504543758489242,76,0.0,0
173830,Solar Quest,7.0,14.0,0.06666666666666668,0,Andrew Lee,Tommy Treacy,40,,,11,9,,,,,,,King's Ride,Solar Jet,Mandalus,15,1.5504543758489242,73,0.0,0
173830,Templevalley,8.0,7.0,0.07692307692307693,0,W J Burke,P M Verling,40,,,12,0,,,,99.0,,,King's Ride,Pineway VII,Damsire Unregistered,15,1.5504543758489242,76,0.0,0
173830,Lisa's Storm,8.0,11.0,0.06666666666666668,0,J R Phelan,B M Cash,40,,,11,9,,,,,,,Glacial Storm,Ring-Em-All,Decent Fellow,15,1.5504543758489242,73,0.0,0
173830,Two Sweets,6.0,15.0,0.2,0,David Wachman,Jason Titley,40,,,11,9,,,,,,,Good Thyne,Peacock's Call,Peacock I,15,1.5504543758489242,73,0.0,0
173830,Miners Dance,7.0,3.0,0.047619047619047616,0,E McNamara,Paul Moloney,40,,,12,0,,,,,,,Miner's Lamp,Prudent Birdie,Lucifer,15,1.5504543758489242,76,0.0,0
49213,Bill Bishop,7.0,1.0,0.05882352941176471,0,Tom Bergin,P A Carberry,1,,,11,2,,,,112.0,,87.0,Montelimar,Chocolate Baby,Kashiwa,15,1.5906054729584145,70,1.0,1
49213,Mysilverriverfeale,6.0,7.0,0.3076923076923077,1,Patrick J Flynn,Paul Carberry,2,1,,11,7,,,,111.0,,,Be My Native,Calamaire,Callernish,15,1.5906054729584145,73,0.0,1
49213,Intacta Print,6.0,4.0,0.16666666666666666,0,F Flood,F J Flood,3,6,7.0,11,7,,,,105.0,,88.0,Glacial Storm,Alice O'Malley,The Parson,15,1.5906054729584145,73,0.0,1
49213,Karakam,7.0,5.0,0.1111111111111111,0,Ms A M Kent,Paul Moloney,4,3.5,10.5,11,7,,,b,102.0,,,Rainbow Quest,Karaferya,Green Dancer,15,1.5906054729584145,73,0.0,0
49213,Malachys Choice,6.0,6.0,0.07692307692307693,0,Patrick J F Hassett,Ken Whelan,5,4,14.5,11,7,,,,98.0,,80.0,Lord Americo,Coolroe Foam,Lucifier,15,1.5906054729584145,73,0.0,0
49213,Which Is Which,7.0,10.0,0.2222222222222222,0,John E Kiely,Charlie Swan,6,25,39.5,11,2,,,,68.0,,,Be My Native,Sorry Ever After,Balboa,15,1.5906054729584145,70,0.0,0
49213,Green Light,7.0,3.0,0.23076923076923075,0,Anthony Mullins,Jason Titley,7,shd,39.5,11,7,,,,72.0,,,Lafontaine I,Move Forward,Deep Run,15,1.5906054729584145,73,0.0,0
49213,Doc Morrissey,7.0,2.0,0.05882352941176471,0,Lord James Beresford,G Cotter,8,3,42.5,11,7,,,,69.0,,72.0,Le Bavard,Athy Lady,Welsh Captain,15,1.5906054729584145,73,0.0,0
49213,Make My Day,6.0,8.0,0.05882352941176471,0,T M Walsh,Conor O'Dwyer,9,.5,43.0,11,2,,,,64.0,,,Akarad,Masada,Jimmy Reppin,15,1.5906054729584145,70,0.0,0
49213,Pharaniyda,7.0,9.0,0.05882352941176471,0,Patrick J Duffy,K P Gaule,10,2.5,45.5,11,2,,,,61.0,,,Phardante,Daraniyda,Mouktar,15,1.5906054729584145,70,0.0,0
49213,Timmy's Holly,6.0,13.0,0.038461538461538464,0,Donal Hassett,Mr B M O'Connor,11,.75,46.25,10,6,,,,58.0,,,Little Bighorn,Mamie's Fun,Lord Gayle,15,1.5906054729584145,66,0.0,0
49213,Duffys Holly,6.0,14.0,0.038461538461538464,0,Stephen Ryan,D T Evans,12,3,49.25,10,8,,,,50.0,,,Be My Native,Dennys Dream,Le Moss,15,1.5906054729584145,67,0.0,0
49213,Bere Haven I,8.0,12.0,0.047619047619047616,0,E McNamara,R P Hogan,13,8,57.25,10,8,,,,47.0,,,King's Ride,Antirrhinum I,Warpath,15,1.5906054729584145,67,0.0,0
49213,Ros Muirneach,6.0,15.0,0.038461538461538464,0,W T Bourke,Emmett Stack,14,2.5,59.75,10,1,,,,39.0,,,Capitano,Kenga,Roman Warrior,15,1.5906054729584145,63,0.0,0
49213,Alexander Boyzone,6.0,11.0,0.07692307692307693,0,J L Hassett,Mr D Murphy,15,12,71.75,10,6,,,,32.0,,,Mandalus,Fane Bridge,Random Shot,15,1.5906054729584145,66,0.0,0
275404,Merry Masquerade,9.0,1.0,0.06666666666666668,0,Mrs M Reveley,Andrew Thornton,1,,,11,12,,,,157.0,150.0,137.0,King's Ride,Merry Madness,Raise You Ten,13,1.1694179393916004,75,1.0,1
275404,Wontcostalotbut,6.0,8.0,0.2857142857142857,1,M J Wilkinson,Warren Marston,2,3.5,,10,8,,,,135.0,130.0,119.0,Nicholas Bill,Brave Maiden,Three Legs,13,1.1694179393916004,67,0.0,1
275404,Quistaquay,8.0,11.0,0.05882352941176471,0,Seamus Mullins,A Bates,3,13,16.5,10,1,,,v,118.0,113.0,115.0,El Conquistador,Busy Quay,Quayside I,13,1.1694179393916004,63,0.0,1
275404,You're Agoodun,8.0,3.0,0.16666666666666666,0,M C Pipe,Rodi Greene,4,5,21.5,11,7,,,b,135.0,125.0,132.0,Derrylin,Jennie Pat,Rymer,13,1.1694179393916004,73,0.0,0
275404,Corniche,5.0,13.0,0.038461538461538464,0,Nigel Twiston-Davies,Carl Llewellyn,5,25,46.5,10,4,,,,88.0,83.0,115.0,Marju,Far But Near,Far North,13,1.1694179393916004,65,0.0,0
275404,Harrigale Moss,7.0,9.0,0.08333333333333333,0,M C Pipe,Norman Williamson,6,11,57.5,10,7,,,v,80.0,75.0,118.0,Strong Gale,Donegal Moss,Le Moss,13,1.1694179393916004,66,0.0,0
275404,Flying Gunner,9.0,4.0,0.1,0,Alan King,Richard Johnson,7,3,60.5,11,6,,,,90.0,85.0,131.0,Gunner B,Dans Le Vent,Pollerton,13,1.1694179393916004,72,0.0,0
275404,Ross Minster,6.0,14.0,0.07692307692307693,0,Philip Hobbs,C Maude,8,6,66.5,10,1,,,,65.0,60.0,112.0,Roselier,Face To Face I,The Parson,13,1.1694179393916004,63,0.0,0
275404,Zaralaska,9.0,7.0,0.05882352941176471,0,Sue Smith,Seamus Durack,9,dist,96.5,10,8,,,,,,119.0,Shernazar,Eskimo Spring,Riverman,13,1.1694179393916004,67,0.0,0
275404,Scotmail Lad,6.0,5.0,0.05882352941176471,0,George Moore,N Hannity,10,5,101.5,10,7,,,,,,123.0,Ilium,Nicholas Ferry,Floriferous,13,1.1694179393916004,66,0.0,0
275404,Master Rastus,7.0,12.0,0.08333333333333333,0,Mrs S D Williams,Adrian Maguire,40,,,10,4,,,,,,115.0,Neltino,Blakeney Sound,Blakeney,13,1.1694179393916004,65,0.0,0
275404,Mr Kermit,9.0,15.0,0.01492537313432836,0,B C Morgan,Derek Byrne,40,,,10,5,5.0,,,,,116.0,Rolfe,Sea Dart,Air Trooper I,13,1.1694179393916004,65,0.0,0
275404,Yeoman Sailor,6.0,2.0,0.07692307692307693,0,Mark Pitman,L Corcoran,40,,,11,2,,,,,,132.0,Roselier,Liffey Lady,Camden Town,13,1.1694179393916004,70,0.0,0
286041,Sad Mad Bad,6.0,9.0,0.1111111111111111,0,Mrs M Reveley,Alan Dempsey,1,,,10,4,,,,128.0,116.0,114.0,Sunny's Halo,Quite Attractive,Well Decorated,10,1.1169298372282876,65,1.0,1
286041,In The Blood,9.0,1.0,0.2,0,Philip Hobbs,C Maude,2,4,,12,0,,,,147.0,137.0,138.0,Henbit,Polly's Slipper,Pollerton,10,1.1169298372282876,76,0.0,1
286041,Irbee,8.0,3.0,0.2,0,Paul Nicholls,Joe Tizzard,3,1.75,5.75,11,7,,,b,138.0,128.0,131.0,Gunner B,Cupids Bower,Owen Dudley,10,1.1169298372282876,73,0.0,1
286041,The Land Agent,9.0,5.0,0.09090909090909093,0,Seamus Mullins,Andrew Thornton,4,13,18.75,11,4,,,,122.0,114.0,128.0,Town And Country,Notinhand,Nearly A Hand,10,1.1169298372282876,71,0.0,0
286041,Hopeful Lord,8.0,10.0,0.13333333333333333,0,Jonjo O'Neill,Adrian Maguire,5,nk,19.0,10,0,,1.0,,104.0,96.0,110.0,Lord Americo,Billie Gibb,Cavo Doro,10,1.1169298372282876,63,0.0,0
286041,Last Try,9.0,11.0,0.024390243902439025,0,Brian Rothwell,A S Smith,6,dist,49.0,10,0,,3.0,t,79.0,69.0,110.0,Try My Best,Alpenwind,Tumble Wind I,10,1.1169298372282876,63,0.0,0
286041,Samuel Wilderspin,8.0,6.0,0.05882352941176471,0,Alan King,Richard Johnson,7,4,53.0,10,12,,,,,77.0,122.0,Henbit,Littoral,Crash Course,10,1.1169298372282876,68,0.0,0
286041,Course Doctor,8.0,4.0,0.25,1,George Moore,J Callaghan,40,,,11,6,,,,117.0,,130.0,Roselier,Faultless Girl,Crash Course,10,1.1169298372282876,72,0.0,0
286041,Even Flow,11.0,2.0,0.038461538461538464,0,T Casey,Warren Marston,40,,,11,8,,,,,,132.0,Mandalus,Mariners Chain,Walshford,10,1.1169298372282876,73,0.0,0
286041,Cyborg De Beaufai,9.0,8.0,0.0099009900990099,0,Mrs L C Taylor,Carl Llewellyn,40,,,10,5,,,,,,115.0,Cyborg,Djephane,Soyeux,10,1.1169298372282876,65,0.0,0
294121,Grey Flyer,3.0,4.0,0.2222222222222222,0,Linda Stubbs,Tony Culhane,1,,,9,2,,,,61.0,61.0,55.0,Factual,Faraway Grey,Absalom,10,1.2789755995638346,58,1.0,1
294121,Toldya,3.0,5.0,0.15384615384615385,0,Eric Wheeler,Steve Carson,2,.5,,8,6,,,,55.0,54.0,50.0,Beveled,Run Amber Run,Run The Gantlet,10,1.2789755995638346,53,0.0,1
294121,Mr George Smith,3.0,1.0,0.4444444444444444,1,Gary Moore,Franny Norton,3,nk,0.75,9,7,,,,64.0,63.0,60.0,Prince Sabo,Nellie's Gamble,Mummy's Game,10,1.2789755995638346,60,0.0,1
294121,Maritun Lad,3.0,2.0,0.08333333333333333,0,Derek Shaw,Neil Callan,4,shd,1.0,9,1,,,,61.0,60.0,57.0,Presidium,Girl Next Door,Local Suitor,10,1.2789755995638346,57,0.0,0
294121,Cacophony,3.0,3.0,0.1111111111111111,0,Simon Dow,Paul Doe,5,5,6.0,8,13,,,,44.0,38.0,55.0,Son Pardo,Ansellady,Absalom,10,1.2789755995638346,56,0.0,0
294121,Where's Charlotte,3.0,7.0,0.09090909090909093,0,Richard Hannon Snr,Paul Fitzsimons,6,6,12.0,8,3,,,,18.0,5.0,47.0,Sure Blade,One Degree,Crooner,10,1.2789755995638346,52,0.0,0
294121,Xenos,3.0,6.0,0.06666666666666668,0,Paul Howling,Adrian McCarthy,7,.5,12.5,8,7,,,,18.0,5.0,49.0,Owington,Little Change,Grundy,10,1.2789755995638346,53,0.0,0
294121,Minimus Time,3.0,8.0,0.029411764705882363,0,T M Jones,Paul Quinn,8,.75,13.25,7,12,,,,9.0,,42.0,Timeless Times,Glenfield Greta,Gabitat,10,1.2789755995638346,49,0.0,0
294121,Emmas Hope,3.0,10.0,0.047619047619047616,0,David Evans,Joanna Badger,9,1.25,14.5,7,3,,,b,1.0,1.0,35.0,Emarati,Ray Of Hope,Rainbow Quest,10,1.2789755995638346,45,0.0,0
294121,Cappucino Lady,3.0,9.0,0.029411764705882363,0,John Bridger,Gary Bardwell,10,7,21.5,8,1,,,,1.0,1.0,40.0,Prince Sabo,Cubist,Tate Gallery,10,1.2789755995638346,51,0.0,0
305403,Hasten Bak,7.0,5.0,0.125,0,R G Frost,J Frost,1,,,10,7,,,,98.0,79.0,84.0,Shaab,Kirstins Pride,Silly Prices,9,1.1410427807486632,66,1.0,1
305403,Storm Forecast I,8.0,6.0,0.2,0,Henrietta Knight,Jim Culloty,2,6,,10,4,,,b,90.0,70.0,81.0,Strong Gale,Cooleogan,Proverb,9,1.1410427807486632,65,0.0,1
305403,The Brewer,8.0,4.0,0.3636363636363637,1,J C Tuck,R Bellamy,3,2.5,8.5,10,7,,,,89.0,71.0,84.0,Dunbeath,Bell Cord,Beldale Flutter,9,1.1410427807486632,66,0.0,1
